person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25,26400,RENT,,EDUCATION,B,2500,10.62,0.09,N,2,0
40,52200,MORTGAGE,3.0,PERSONAL,D,4000,,0.08,N,15,0
27,35000,RENT,5.0,MEDICAL,C,10375,14.27,0.3,N,5,0
23,44400,MORTGAGE,3.0,EDUCATION,A,6500,7.51,0.15,N,4,0
24,90000,RENT,5.0,VENTURE,B,5000,9.99,0.06,N,3,0
32,61000,MORTGAGE,3.0,PERSONAL,A,2000,7.9,0.03,N,7,0
27,60000,OWN,11.0,VENTURE,C,4000,13.98,0.07,Y,7,0
22,58800,MORTGAGE,,PERSONAL,D,23500,15.33,0.4,N,2,1
28,127500,MORTGAGE,5.0,MEDICAL,E,20000,17.04,0.13,Y,8,1
26,130000,MORTGAGE,5.0,EDUCATION,D,35000,18.25,0.27,N,3,0
48,56500,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15000,11.14,0.27,N,11,1
25,24000,OWN,0.0,MEDICAL,A,7000,9.63,0.29,N,3,0
22,24000,OWN,3.0,VENTURE,B,2500,10.59,0.1,N,2,0
37,33280,RENT,2.0,VENTURE,C,8400,13.92,0.25,Y,17,0
22,27600,RENT,7.0,MEDICAL,B,7200,10.59,0.26,N,3,0
22,100000,RENT,3.0,VENTURE,B,10000,10.65,0.1,N,2,0
22,78000,RENT,3.0,VENTURE,B,10000,12.42,0.13,N,2,0
24,45000,OTHER,8.0,MEDICAL,A,7500,8.32,0.17,N,3,0
27,90000,MORTGAGE,11.0,PERSONAL,A,10000,8.94,0.11,N,7,0
33,35000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,,0.17,N,9,0
23,28000,RENT,0.0,MEDICAL,C,5000,11.78,0.18,N,4,0
40,8628,OWN,,DEBTCONSOLIDATION,A,2500,,0.29,N,17,1
22,33000,RENT,6.0,PERSONAL,C,6000,13.85,0.18,N,4,0
27,48000,RENT,8.0,MEDICAL,C,5250,15.27,0.11,Y,6,0
23,113200,MORTGAGE,3.0,EDUCATION,B,24250,10.62,0.21,N,3,0
22,36000,OWN,6.0,EDUCATION,B,14500,10.99,0.4,N,3,0
26,62000,MORTGAGE,10.0,VENTURE,C,10000,13.43,0.16,Y,2,0
33,101000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,7.49,0.05,N,5,0
23,62000,RENT,7.0,VENTURE,A,16000,7.49,0.26,N,2,0
29,62000,MORTGAGE,0.0,PERSONAL,C,10000,12.41,0.16,Y,9,0
23,10000,RENT,1.0,DEBTCONSOLIDATION,D,1750,15.05,0.17,Y,3,1
29,28000,RENT,8.0,PERSONAL,B,7800,8.88,0.28,N,7,0
28,15600,RENT,4.0,HOMEIMPROVEMENT,B,5000,10.37,0.32,N,9,1
21,53876,MORTGAGE,,PERSONAL,C,2700,14.72,0.05,N,4,0
26,37680,RENT,5.0,MEDICAL,D,2000,14.96,0.05,N,3,1
28,50000,RENT,2.0,VENTURE,A,14000,6.54,0.28,N,6,0
21,20000,RENT,2.0,MEDICAL,A,9000,7.51,0.45,N,4,1
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0.13,N,3,0
22,28000,RENT,6.0,DEBTCONSOLIDATION,B,7125,,0.25,N,4,0
22,38000,RENT,2.0,EDUCATION,C,1500,13.22,0.04,Y,2,0
21,36000,OWN,,EDUCATION,A,11000,5.42,0.31,N,3,0
21,117000,MORTGAGE,3.0,PERSONAL,D,4800,14.54,0.04,N,4,0
29,29500,RENT,3.0,VENTURE,A,6550,7.9,0.22,N,10,0
28,160000,RENT,7.0,PERSONAL,B,8000,12.69,0.05,N,7,0
28,66000,RENT,12.0,DEBTCONSOLIDATION,A,8400,7.51,0.13,N,8,1
27,45000,OWN,9.0,PERSONAL,A,12000,6.03,0.27,N,5,0
29,97000,RENT,4.0,PERSONAL,B,25000,10.37,0.26,N,10,0
23,55000,MORTGAGE,7.0,MEDICAL,A,8000,7.49,0.15,N,4,0
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,0.22,N,3,1
24,77000,RENT,6.0,MEDICAL,B,12000,11.49,0.16,N,4,0
22,65000,RENT,4.0,EDUCATION,D,34000,17.58,0.52,N,4,1
42,55308,OWN,8.0,VENTURE,B,2000,11.49,0.04,N,15,0
24,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,11.14,0.14,N,3,0
27,45000,RENT,12.0,DEBTCONSOLIDATION,C,10400,14.65,0.23,N,9,0
25,80004,RENT,9.0,VENTURE,C,20000,14.26,0.25,N,2,0
31,20500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,1000,6.76,0.05,N,6,0
29,104000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,18000,7.66,0.17,N,7,0
30,75689,MORTGAGE,13.0,HOMEIMPROVEMENT,C,10000,13.48,0.13,N,8,0
23,63000,RENT,7.0,EDUCATION,C,2500,14.72,0.04,N,2,0
24,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,16000,14.65,0.25,N,2,1
21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,,0.27,N,2,0
25,60000,MORTGAGE,6.0,VENTURE,D,8400,16.89,0.14,N,3,0
29,74797,MORTGAGE,2.0,MEDICAL,D,15000,15.33,0.17,Y,10,1
24,51160,RENT,5.0,DEBTCONSOLIDATION,B,10000,10.75,0.2,N,3,0
28,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5000,6.99,0.07,N,7,0
28,78000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000,9.91,0.13,N,5,0
24,23196,RENT,1.0,EDUCATION,D,7500,13.24,0.32,N,2,1
32,120000,MORTGAGE,16.0,VENTURE,B,5600,10.75,0.05,N,8,0
31,39000,RENT,5.0,MEDICAL,B,9000,10.71,0.23,N,6,0
27,49200,MORTGAGE,2.0,DEBTCONSOLIDATION,E,7500,16.32,0.15,N,7,1
25,19200,RENT,1.0,VENTURE,A,9500,7.88,0.49,N,4,1
49,72000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.49,0.11,N,17,0
27,175000,MORTGAGE,7.0,MEDICAL,A,15000,7.49,0.09,N,8,0
30,102213,RENT,3.0,MEDICAL,D,25000,15.7,0.21,N,7,1
23,62000,MORTGAGE,7.0,VENTURE,A,11200,7.88,0.18,N,4,0
29,54996,RENT,8.0,MEDICAL,A,9300,9.32,0.17,N,7,0
27,31200,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12300,12.53,0.39,N,10,0
29,180000,MORTGAGE,9.0,PERSONAL,A,15000,5.79,0.08,N,6,0
25,80000,MORTGAGE,6.0,MEDICAL,A,3000,6.03,0.04,N,2,0
28,82000,RENT,12.0,VENTURE,G,16750,20.11,0.2,Y,10,1
25,70550,RENT,6.0,MEDICAL,E,10000,16.77,0.12,N,3,1
23,39000,MORTGAGE,0.0,MEDICAL,D,8000,14.11,0.21,N,3,1
35,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7500,7.29,0.17,N,9,0
24,29000,MORTGAGE,1.0,MEDICAL,D,6000,15.62,0.21,N,3,1
24,37000,RENT,8.0,MEDICAL,D,10500,,0.28,N,2,0
23,34000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,19000,11.48,0.56,N,4,0
21,36780,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.49,0.33,N,4,1
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0.29,N,4,0
41,43000,OWN,3.0,VENTURE,B,22800,12.21,0.53,N,11,0
26,36120,RENT,0.0,PERSONAL,C,7000,14.22,0.19,N,4,0
37,44000,RENT,0.0,PERSONAL,B,1700,10.59,0.04,N,17,1
27,84000,MORTGAGE,11.0,PERSONAL,D,14000,15.7,0.17,Y,7,0
24,40800,RENT,0.0,MEDICAL,B,7000,11.86,0.17,N,2,0
30,49000,RENT,2.0,HOMEIMPROVEMENT,D,5000,15.31,0.1,Y,10,1
31,24000,OWN,1.0,HOMEIMPROVEMENT,A,1200,8.94,0.05,N,5,0
30,56400,RENT,1.0,DEBTCONSOLIDATION,B,7000,11.49,0.12,N,9,1
36,33600,OWN,,VENTURE,E,15000,18.39,0.45,N,16,0
24,50000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0.12,N,3,0
29,186063,MORTGAGE,14.0,EDUCATION,B,25000,10.46,0.13,N,6,0
26,53004,RENT,10.0,HOMEIMPROVEMENT,A,11000,5.79,0.21,N,4,0
23,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,20000,15.13,0.28,Y,2,1
25,79000,MORTGAGE,2.0,MEDICAL,C,15000,13.79,0.19,N,2,0
26,48000,MORTGAGE,7.0,MEDICAL,A,10000,,0.21,N,3,0
29,15000,OWN,5.0,PERSONAL,A,5000,7.51,0.33,N,7,1
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,0.11,Y,3,1
22,54000,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.99,0.22,N,2,0
32,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,,0.04,N,9,1
26,54000,MORTGAGE,8.0,MEDICAL,D,5000,15.62,0.09,Y,4,1
27,38000,OWN,,MEDICAL,A,6500,5.42,0.17,N,6,0
32,60000,RENT,0.0,PERSONAL,B,10000,12.42,0.17,N,9,0
37,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000,11.99,0.09,N,17,0
38,50000,RENT,8.0,MEDICAL,C,20000,13.85,0.4,N,14,1
22,69528,RENT,6.0,VENTURE,C,6000,12.99,0.09,N,3,0
27,32000,OTHER,10.0,EDUCATION,C,15000,,0.47,N,7,1
25,30000,RENT,5.0,PERSONAL,C,8000,12.87,0.27,N,4,0
27,54000,OWN,2.0,HOMEIMPROVEMENT,B,9600,12.18,0.18,N,8,0
21,36000,RENT,5.0,MEDICAL,D,20000,,0.56,Y,2,1
23,54000,RENT,7.0,DEBTCONSOLIDATION,B,8000,10.99,0.15,N,4,0
27,40000,RENT,1.0,DEBTCONSOLIDATION,B,6000,11.99,0.15,N,6,0
21,19140,RENT,,VENTURE,A,5000,8.49,0.26,N,4,1
31,54000,RENT,1.0,MEDICAL,C,4800,12.99,0.09,Y,10,0
23,55000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.33,0.18,N,2,1
23,80000,RENT,6.0,VENTURE,A,6500,7.51,0.08,N,3,0
22,20000,OWN,6.0,PERSONAL,B,9250,10.65,0.46,N,4,0
27,39000,RENT,1.0,VENTURE,D,6000,14.61,0.15,N,7,1
23,84000,RENT,1.0,VENTURE,A,10000,7.49,0.12,N,4,0
32,64000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0.13,N,7,0
23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.54,0.32,Y,2,1
28,64500,MORTGAGE,1.0,VENTURE,C,4000,13.79,0.06,Y,8,1
35,78000,RENT,1.0,PERSONAL,C,4350,15.27,0.06,N,6,1
28,61000,RENT,3.0,VENTURE,C,6300,13.61,0.1,Y,9,0
51,74628,MORTGAGE,3.0,PERSONAL,C,3000,13.49,0.04,Y,18,0
21,18000,RENT,3.0,PERSONAL,C,1500,12.87,0.08,Y,4,0
23,135000,MORTGAGE,8.0,EDUCATION,F,10000,18.43,0.07,N,4,0
22,111460,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.71,0.04,N,4,0
27,34000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8875,10.65,0.26,N,9,1
44,38400,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,,0.07,N,17,0
27,55000,RENT,11.0,DEBTCONSOLIDATION,C,5000,13.8,0.09,N,6,0
32,230000,RENT,16.0,HOMEIMPROVEMENT,A,35000,,0.15,N,9,0
44,83000,OTHER,2.0,PERSONAL,D,12000,16.0,0.14,Y,12,1
22,50000,MORTGAGE,6.0,PERSONAL,B,8000,11.12,0.16,N,3,0
33,123000,RENT,5.0,EDUCATION,B,12000,11.83,0.1,N,10,0
23,78625,RENT,3.0,PERSONAL,B,13600,9.88,0.17,N,3,0
24,30000,RENT,0.0,PERSONAL,A,10000,8.38,0.33,N,2,1
23,92700,MORTGAGE,2.0,EDUCATION,A,5000,8.94,0.05,N,4,0
22,106000,MORTGAGE,6.0,VENTURE,A,35000,,0.33,N,2,0
24,83004,RENT,0.0,VENTURE,D,28000,15.99,0.34,Y,4,1
30,48000,RENT,0.0,PERSONAL,A,7725,8.94,0.16,N,5,0
28,90000,RENT,1.0,PERSONAL,A,10200,8.9,0.11,N,8,0
52,15000,RENT,3.0,PERSONAL,B,1200,,0.08,N,20,1
30,65600,OWN,5.0,VENTURE,C,4000,12.68,0.06,Y,7,0
40,110000,MORTGAGE,14.0,PERSONAL,B,5000,11.49,0.05,N,14,0
25,98000,RENT,9.0,DEBTCONSOLIDATION,B,10000,12.69,0.1,N,4,0
26,180000,MORTGAGE,9.0,VENTURE,C,9700,13.85,0.05,N,4,0
22,81996,MORTGAGE,7.0,EDUCATION,C,7000,14.72,0.09,N,4,0
23,25000,RENT,0.0,EDUCATION,C,6400,12.84,0.26,N,3,0
41,38200,RENT,4.0,MEDICAL,E,8875,19.03,0.23,N,11,0
23,91000,MORTGAGE,3.0,PERSONAL,B,12000,,0.13,N,3,0
25,28800,RENT,0.0,EDUCATION,A,5000,8.9,0.17,N,4,0
32,85000,RENT,4.0,PERSONAL,A,24000,7.9,0.28,N,6,0
23,130000,MORTGAGE,7.0,MEDICAL,C,5000,14.79,0.04,Y,3,0
26,37000,MORTGAGE,7.0,EDUCATION,B,8400,10.99,0.23,N,4,0
25,80000,MORTGAGE,9.0,VENTURE,A,12000,7.88,0.15,N,3,0
39,70000,RENT,8.0,MEDICAL,A,16000,7.9,0.23,N,14,0
31,24000,RENT,0.0,MEDICAL,A,7000,7.51,0.29,N,7,0
32,26400,RENT,0.0,VENTURE,A,8000,7.51,0.3,N,6,0
24,61500,MORTGAGE,8.0,VENTURE,B,3200,11.49,0.05,N,2,0
27,120000,MORTGAGE,2.0,MEDICAL,B,16000,12.21,0.13,N,8,0
25,175000,RENT,3.0,DEBTCONSOLIDATION,C,20000,14.72,0.11,Y,2,0
22,56000,RENT,6.0,MEDICAL,A,5600,8.32,0.1,N,2,0
24,49992,RENT,5.0,VENTURE,D,8000,15.95,0.16,Y,2,0
38,110000,OWN,6.0,PERSONAL,C,12000,12.99,0.11,Y,11,0
26,44000,RENT,4.0,MEDICAL,A,5000,8.9,0.11,N,3,0
24,80400,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0.15,N,2,0
26,56000,RENT,1.0,PERSONAL,A,5100,8.0,0.09,N,4,0
25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0.13,N,4,0
22,22880,RENT,5.0,DEBTCONSOLIDATION,C,6000,13.57,0.26,Y,4,0
27,38500,RENT,1.0,DEBTCONSOLIDATION,B,3000,11.48,0.08,N,8,0
22,32004,MORTGAGE,6.0,EDUCATION,A,10000,7.51,0.31,N,2,0
29,43108,RENT,7.0,VENTURE,A,7200,6.03,0.17,N,7,0
28,37584,OWN,2.0,MEDICAL,B,20000,11.48,0.53,N,5,0
50,50000,RENT,1.0,PERSONAL,A,16000,7.9,0.32,N,17,1
21,62000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.51,0.1,N,2,0
33,24720,RENT,5.0,DEBTCONSOLIDATION,A,5000,7.49,0.2,N,5,0
25,230000,MORTGAGE,5.0,MEDICAL,C,35000,13.99,0.15,N,4,0
26,47000,RENT,7.0,PERSONAL,A,15000,7.9,0.32,N,3,1
28,70000,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.36,0.09,N,9,0
24,53004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000,10.65,0.4,N,3,0
27,28968,RENT,1.0,PERSONAL,C,5000,13.16,0.17,Y,5,0
27,40000,RENT,0.0,VENTURE,D,8000,15.65,0.2,Y,6,1
34,26496,OWN,7.0,MEDICAL,B,4400,10.59,0.17,N,8,0
25,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.51,0.09,N,3,1
32,25200,RENT,9.0,MEDICAL,A,4900,6.17,0.19,N,6,0
50,65000,RENT,0.0,VENTURE,B,3000,10.99,0.05,N,14,0
22,64000,RENT,0.0,PERSONAL,D,8000,14.84,0.13,N,2,1
35,110000,RENT,0.0,MEDICAL,B,15000,11.11,0.14,N,8,0
23,52000,OWN,2.0,EDUCATION,B,6000,10.75,0.12,N,4,0
31,58000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,6000,9.32,0.1,N,5,0
22,52000,MORTGAGE,0.0,EDUCATION,C,6400,11.34,0.12,Y,4,0
22,66000,MORTGAGE,4.0,EDUCATION,B,17500,11.48,0.27,N,3,0
26,49441,OWN,11.0,HOMEIMPROVEMENT,A,12000,6.99,0.24,N,4,0
21,30000,RENT,3.0,MEDICAL,B,3200,11.14,0.11,N,3,0
51,98000,RENT,5.0,PERSONAL,C,6000,15.96,0.06,N,23,0
24,66000,RENT,8.0,PERSONAL,B,9600,11.26,0.15,N,3,0
22,53808,MORTGAGE,5.0,VENTURE,A,6000,8.9,0.11,N,2,0
36,34000,RENT,2.0,DEBTCONSOLIDATION,B,8000,,0.24,N,16,0
26,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2000,11.99,0.07,N,2,1
29,32000,RENT,3.0,MEDICAL,C,11500,14.22,0.36,N,7,1
22,90000,RENT,5.0,VENTURE,A,2850,5.99,0.03,N,3,0
32,50000,RENT,2.0,MEDICAL,B,8000,10.62,0.16,N,8,0
38,89000,MORTGAGE,2.0,PERSONAL,A,6000,5.42,0.07,N,13,0
23,54000,RENT,7.0,PERSONAL,B,1500,9.62,0.03,N,3,0
43,11340,RENT,4.0,EDUCATION,C,1950,,0.17,N,11,1
46,33099,MORTGAGE,2.0,MEDICAL,E,12000,,0.36,N,14,1
26,83300,RENT,2.0,MEDICAL,D,16500,16.77,0.17,N,4,1
23,32400,RENT,4.0,EDUCATION,A,4500,7.49,0.14,N,4,0
21,35000,MORTGAGE,5.0,EDUCATION,B,1500,9.63,0.04,N,2,0
26,60000,MORTGAGE,0.0,MEDICAL,A,5000,7.9,0.08,N,2,1
22,12000,RENT,0.0,EDUCATION,C,1000,13.57,0.08,N,2,1
28,77385,RENT,3.0,DEBTCONSOLIDATION,A,6000,7.66,0.08,N,9,0
32,75000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.29,0.13,N,10,0
30,36400,RENT,2.0,MEDICAL,B,12000,10.65,0.33,N,9,1
27,185000,RENT,2.0,HOMEIMPROVEMENT,A,6000,,0.03,N,10,0
28,48000,OWN,1.0,EDUCATION,D,12000,14.54,0.25,N,7,0
27,48000,OWN,2.0,VENTURE,C,14000,,0.29,N,8,0
26,116004,RENT,6.0,VENTURE,B,18000,11.83,0.16,N,4,0
24,39996,MORTGAGE,1.0,PERSONAL,B,3000,9.91,0.08,N,4,0
33,44400,MORTGAGE,3.0,MEDICAL,C,2000,14.22,0.05,Y,6,1
23,95000,MORTGAGE,7.0,EDUCATION,A,35000,7.9,0.37,N,4,0
31,57000,MORTGAGE,10.0,EDUCATION,B,8000,9.88,0.14,N,9,0
21,70000,RENT,3.0,PERSONAL,A,12000,6.99,0.17,N,3,0
30,85000,RENT,4.0,MEDICAL,A,10000,6.62,0.12,N,6,0
27,65000,RENT,5.0,EDUCATION,C,15000,12.84,0.23,Y,5,0
34,103363,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,,0.15,N,8,0
21,21600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3800,5.99,0.18,N,2,0
23,64000,RENT,3.0,VENTURE,D,10000,,0.16,Y,3,1
25,48000,RENT,0.0,EDUCATION,F,3200,,0.07,Y,4,1
26,60000,RENT,0.0,VENTURE,B,7200,11.14,0.12,N,2,0
27,123000,MORTGAGE,0.0,VENTURE,C,13225,16.11,0.11,Y,7,0
24,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20050,10.59,0.26,N,2,0
22,75000,RENT,2.0,VENTURE,B,5000,10.99,0.07,N,2,0
27,74400,MORTGAGE,11.0,DEBTCONSOLIDATION,D,10000,16.0,0.13,Y,6,1
27,275000,MORTGAGE,11.0,VENTURE,B,35000,,0.13,N,6,0
24,45840,RENT,2.0,DEBTCONSOLIDATION,A,4800,7.49,0.1,N,2,0
24,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.0,0.29,N,2,0
25,49200,MORTGAGE,6.0,MEDICAL,A,5600,7.49,0.11,N,2,0
23,100000,MORTGAGE,7.0,VENTURE,B,25000,11.71,0.25,N,4,0
36,52000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2275,11.86,0.04,N,12,0
40,69996,RENT,6.0,MEDICAL,B,3000,10.75,0.04,N,15,0
23,54000,OWN,4.0,DEBTCONSOLIDATION,D,2800,14.42,0.05,N,3,0
23,90000,RENT,5.0,MEDICAL,A,8000,6.92,0.09,N,3,0
29,39500,MORTGAGE,8.0,VENTURE,A,5000,7.74,0.13,N,8,0
24,74004,OWN,2.0,EDUCATION,D,5000,14.09,0.07,N,4,0
22,107004,MORTGAGE,2.0,VENTURE,A,10000,7.29,0.09,N,4,0
24,74700,MORTGAGE,4.0,VENTURE,B,19750,11.12,0.26,N,3,0
29,130000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4200,6.99,0.03,N,8,0
28,48528,MORTGAGE,12.0,EDUCATION,A,10000,6.99,0.21,N,9,0
25,69000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,9600,7.49,0.14,N,3,0
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,0.1,N,4,1
24,63000,MORTGAGE,0.0,VENTURE,B,6000,9.91,0.1,N,4,0
33,40800,MORTGAGE,,DEBTCONSOLIDATION,A,15000,7.51,0.37,N,5,0
27,50600,RENT,9.0,VENTURE,B,12000,9.91,0.24,N,7,0
39,61020,MORTGAGE,4.0,DEBTCONSOLIDATION,D,9975,13.99,0.16,N,11,1
22,24449,OWN,2.0,VENTURE,B,1800,11.89,0.07,N,4,0
23,84000,RENT,7.0,PERSONAL,B,20000,11.11,0.24,N,4,0
41,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,5000,13.23,0.09,N,12,1
31,125000,MORTGAGE,2.0,PERSONAL,B,25000,10.75,0.2,N,7,0
22,86000,MORTGAGE,7.0,EDUCATION,C,18000,13.48,0.21,N,2,1
34,84000,MORTGAGE,6.0,EDUCATION,A,2400,7.49,0.03,N,6,0
25,145000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.36,0.17,N,3,0
38,96000,RENT,18.0,HOMEIMPROVEMENT,F,10000,19.04,0.1,N,14,0
25,90000,MORTGAGE,4.0,VENTURE,B,10000,10.0,0.11,N,2,0
26,42000,RENT,3.0,VENTURE,A,12000,8.49,0.29,N,3,0
39,73000,MORTGAGE,2.0,EDUCATION,B,5000,11.86,0.07,N,16,1
26,125000,RENT,0.0,EDUCATION,A,15500,7.88,0.12,N,2,0
25,50000,OWN,3.0,MEDICAL,A,10000,,0.2,N,3,0
29,60000,RENT,4.0,DEBTCONSOLIDATION,A,10000,8.59,0.17,N,5,0
24,81000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,15000,12.18,0.19,N,4,0
23,24000,OWN,,PERSONAL,B,4200,10.99,0.17,N,4,0
26,28000,RENT,2.0,HOMEIMPROVEMENT,D,3250,14.59,0.12,N,4,1
27,75000,RENT,1.0,HOMEIMPROVEMENT,B,20000,,0.27,N,6,0
26,60000,OWN,8.0,VENTURE,A,9800,,0.16,N,4,0
39,33996,RENT,6.0,MEDICAL,D,4000,,0.12,N,13,1
23,35000,OTHER,0.0,PERSONAL,B,12800,11.83,0.37,N,2,1
38,85000,RENT,9.0,MEDICAL,B,10000,11.12,0.12,N,12,0
26,70000,MORTGAGE,5.0,MEDICAL,C,4800,,0.07,Y,4,0
24,55152,MORTGAGE,8.0,EDUCATION,B,16000,11.49,0.29,N,4,0
24,67000,OWN,2.0,MEDICAL,B,16000,12.69,0.24,N,4,0
23,24972,OWN,,VENTURE,B,2600,11.86,0.1,N,4,0
22,102000,MORTGAGE,3.0,MEDICAL,A,18000,8.49,0.18,N,3,0
26,132000,MORTGAGE,3.0,EDUCATION,A,10200,7.9,0.08,N,2,0
27,65000,MORTGAGE,11.0,VENTURE,A,9000,7.66,0.14,N,6,0
27,31400,RENT,1.0,MEDICAL,B,3500,11.71,0.11,N,8,0
24,25344,MORTGAGE,5.0,MEDICAL,D,4000,16.49,0.16,Y,3,1
34,36000,RENT,1.0,MEDICAL,C,4000,13.61,0.11,N,10,0
26,82000,MORTGAGE,2.0,PERSONAL,D,4500,15.05,0.05,Y,4,0
26,66000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,12000,,0.18,N,3,1
25,138000,OWN,9.0,MEDICAL,B,21600,,0.16,N,4,0
24,49639,RENT,8.0,MEDICAL,C,10000,,0.2,N,3,0
27,55000,RENT,11.0,HOMEIMPROVEMENT,A,8000,7.29,0.15,N,9,0
23,56016,RENT,4.0,EDUCATION,E,5000,15.13,0.09,N,3,0
26,70800,MORTGAGE,6.0,EDUCATION,A,8500,6.54,0.12,N,3,0
28,57000,RENT,0.0,HOMEIMPROVEMENT,B,6800,10.65,0.12,N,8,0
23,50000,MORTGAGE,3.0,EDUCATION,A,10000,6.03,0.2,N,4,0
23,190000,MORTGAGE,5.0,EDUCATION,F,22000,17.58,0.12,Y,3,1
65,46000,RENT,5.0,VENTURE,E,10500,16.32,0.23,Y,24,0
29,15000,RENT,,DEBTCONSOLIDATION,D,2600,16.29,0.17,N,10,1
22,66000,RENT,1.0,EDUCATION,F,22000,,0.33,N,2,1
23,73000,RENT,1.0,PERSONAL,C,14000,13.11,0.19,N,2,0
30,58000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13200,,0.23,N,5,0
25,78500,RENT,2.0,MEDICAL,B,12000,10.99,0.15,N,2,0
22,24000,RENT,3.0,PERSONAL,B,3000,,0.13,N,4,0
26,36000,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.96,0.19,Y,4,1
34,33666,RENT,4.0,PERSONAL,D,8000,17.49,0.24,Y,9,1
22,70000,MORTGAGE,6.0,EDUCATION,A,6000,7.14,0.09,N,4,0
23,50000,MORTGAGE,2.0,VENTURE,A,6400,8.49,0.13,N,4,0
22,45500,RENT,0.0,VENTURE,A,10000,5.99,0.22,N,4,0
38,16500,OWN,1.0,VENTURE,C,2000,13.23,0.12,N,11,0
22,32968,OWN,6.0,EDUCATION,A,16500,8.9,0.5,N,4,0
28,34000,RENT,4.0,PERSONAL,B,3000,10.65,0.09,N,10,1
22,61000,RENT,3.0,VENTURE,C,16000,,0.26,Y,2,0
23,30000,OWN,,VENTURE,A,7000,7.49,0.23,N,3,0
25,95000,RENT,8.0,PERSONAL,B,8000,10.99,0.08,N,3,0
34,24000,OWN,4.0,VENTURE,C,2400,13.98,0.1,Y,6,0
23,47496,RENT,7.0,DEBTCONSOLIDATION,B,3500,12.69,0.07,N,3,0
22,42500,RENT,0.0,EDUCATION,A,7500,7.9,0.18,N,2,0
27,60000,RENT,2.0,MEDICAL,C,12000,13.92,0.2,Y,8,0
33,102996,MORTGAGE,4.0,EDUCATION,A,6000,,0.06,N,8,0
40,80000,RENT,0.0,PERSONAL,A,6000,8.94,0.07,N,11,0
31,48000,RENT,1.0,MEDICAL,A,6000,6.03,0.13,N,6,0
24,42000,MORTGAGE,,MEDICAL,A,19000,6.99,0.45,N,3,1
